点名,编码,原始纬度,原始经度,原始大地高,测站改正x,测站改正y,测站改正h,纬度,经度,大地高,天线高,北坐标,东坐标,高程,解状态,解算卫星,可见卫星,PDOP,HRMS,VRMS,差分延时,本地日期,本地时间,基站ID,基站纬度,基站经度,基站相位中心高,基站距离,倾斜改正,倾斜角,投影角,x改正值,y改正值,h改正值,目标,里程,偏距,高差,起点距离,塔基桩号,塔基脚号
Pt2,,31.37447572,120.4202786,11.916,0,0,0,31.37447572,120.4202786,11.916,1.678,3472569.797,539980.857,11.916,固定解,15,22,2,0.014,0.029,1,2021-4-8,58:26.0,3073,31.37600142,120.3979947,4.001,2126.596,0,0,0,0,0,0,,0,0,0,,,
