-25.8203, -56.6419
-28.5667, -54.4549
-31.2394, -52.4132
-33.9243, -50.3705
-36.7961, -48.0813
-39.2855, -46.0864
-42.3208, -43.7494
-40.2753, -41.0395
-37.1007, -43.5274
-34.6745, -45.3947
-31.8209, -47.6173
-29.1732, -49.6956
-26.5039, -51.7805
-23.7039, -53.9853
-21.7484, -51.5807
-24.5259, -49.3015
-27.0784, -47.1533
-29.945, -45.0717
-32.7337, -42.9524
-35.1763, -40.9241
-38.4271, -38.5372
-36.2293, -35.764
-33.1525, -38.0254
-30.5593, -40.0671
-27.7766, -42.2696
-24.878, -44.5277
-22.3765, -46.4106
-19.3499, -48.8175
-17.4394, -46.1753
-20.4721, -43.5652
-23.0532, -41.7634
-25.828, -39.6097
-28.6289, -37.3127
-31.1779, -35.2778
-34.1717, -33.0386
-32.301, -30.4563
-29.328, -32.6367
-26.6673, -34.6306
-23.799, -36.8565
-21.0241, -39.0091
-18.546, -41.0374
-15.3627, -43.5708
-13.5855, -41.3327
-16.7246, -38.8259
-19.2174, -36.8587
-21.8721, -34.7993
-24.7023, -32.5745
-27.4642, -30.5007
-30.4926, -28.0584
